Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
L,298.5,308.6,1522.0,36.9,53.0,0,0,0,0,0,0
M,298.4,308.5,1576.0,27.4,55.0,0,0,0,0,0,0
H,298.4,308.4,1479.0,39.2,58.0,0,0,0,0,0,0
L,298.3,308.3,1452.0,45.5,63.0,0,0,0,0,0,0
L,298.3,308.3,1432.0,46.9,65.0,0,0,0,0,0,0
L,298.3,308.2,1663.0,28.4,67.0,0,0,0,0,0,0
L,298.3,308.3,1597.0,32.4,69.0,0,0,0,0,0,0
L,298.3,308.2,1472.0,44.3,71.0,0,0,0,0,0,0
L,298.4,308.3,1452.0,48.5,73.0,0,0,0,0,0,0
H,298.3,308.2,1534.0,33.2,75.0,0,0,0,0,0,0
L,298.3,308.1,1505.0,46.1,80.0,0,0,0,0,0,0
L,298.3,308.1,1528.0,33.9,82.0,0,0,0,0,0,0
H,298.3,308.1,2636.0,12.8,84.0,0,0,0,0,0,0
M,298.3,308.1,1722.0,28.6,89.0,0,0,0,0,0,0
L,298.4,308.1,1395.0,44.0,92.0,0,0,0,0,0,0
L,298.4,308.1,1375.0,50.8,94.0,0,0,0,0,0,0
M,298.3,308.0,1766.0,26.0,96.0,0,0,0,0,0,0
L,298.3,307.9,1399.0,47.8,99.0,0,0,0,0,0,0
L,298.3,308.0,1578.0,37.8,101.0,0,0,0,0,0,0
L,298.3,307.9,1502.0,42.0,103.0,0,0,0,0,0,0
M,298.2,307.9,1529.0,36.6,105.0,0,0,0,0,0,0
L,298.2,307.8,1804.0,25.1,108.0,0,0,0,0,0,0
M,298.2,307.8,1411.0,53.4,110.0,0,0,0,0,0,0
L,298.1,307.8,1413.0,54.1,113.0,0,0,0,0,0,0
L,298.2,307.8,1355.0,59.4,115.0,0,0,0,0,0,0
L,298.2,307.8,1429.0,46.9,117.0,0,0,0,0,0,0
L,298.1,307.8,1565.0,35.3,119.0,0,0,0,0,0,0
M,298.1,307.9,1446.0,42.8,121.0,0,0,0,0,0,0
M,298.2,307.9,1462.0,38.8,124.0,0,0,0,0,0,0
M,298.2,307.8,1578.0,34.5,127.0,0,0,0,0,0,0
L,298.1,307.8,1606.0,33.0,130.0,0,0,0,0,0,0
M,298.1,307.8,1525.0,35.9,132.0,0,0,0,0,0,0
L,298.1,307.8,1379.0,49.1,135.0,0,0,0,0,0,0
L,298.2,307.8,1575.0,35.0,137.0,0,0,0,0,0,0
L,298.2,307.9,1399.0,54.9,139.0,0,0,0,0,0,0
L,298.2,307.9,1429.0,49.4,141.0,0,0,0,0,0,0
L,298.3,307.9,1435.0,39.9,143.0,0,0,0,0,0,0
L,298.3,307.9,1766.0,26.5,145.0,0,0,0,0,0,0
L,298.3,307.9,1703.0,28.9,147.0,0,0,0,0,0,0
L,298.3,307.9,1507.0,41.2,149.0,0,0,0,0,0,0
M,298.3,307.9,1609.0,32.4,151.0,0,0,0,0,0,0
L,298.4,308.0,1605.0,32.4,154.0,0,0,0,0,0,0
L,298.4,308.1,1491.0,50.0,156.0,0,0,0,0,0,0
H,298.4,308.1,1891.0,24.7,158.0,0,0,0,0,0,0
H,298.5,308.2,1563.0,44.6,163.0,0,0,0,0,0,0
L,298.6,308.2,1390.0,51.4,168.0,0,0,0,0,0,0
L,298.5,308.2,1444.0,40.5,170.0,0,0,0,0,0,0
L,298.6,308.2,1361.0,68.2,172.0,1,0,0,1,1,0
M,298.6,308.3,1589.0,34.1,174.0,0,0,0,0,0,0
L,298.6,308.2,1705.0,26.3,177.0,0,0,0,0,0,0
L,298.6,308.3,1422.0,40.4,179.0,0,0,0,0,0,0
H,298.6,308.3,1377.0,52.1,181.0,0,0,0,0,0,0
L,298.5,308.3,1334.0,49.8,186.0,0,0,0,0,0,0
L,298.6,308.4,1559.0,36.6,188.0,0,0,0,0,0,0
L,298.7,308.5,1353.0,47.0,190.0,0,0,0,0,0,0
M,298.7,308.4,1507.0,45.7,192.0,0,0,0,0,0,0
L,298.7,308.4,1694.0,28.7,195.0,0,0,0,0,0,0
H,298.7,308.4,1432.0,42.8,197.0,0,0,0,0,0,0
H,298.7,308.5,1572.0,35.6,202.0,0,0,0,0,0,0
M,298.8,308.6,1507.0,42.3,207.0,0,0,0,0,0,0
M,298.8,308.6,1500.0,37.1,210.0,0,0,0,0,0,0
L,298.9,308.6,1771.0,24.1,213.0,0,0,0,0,0,0
M,298.8,308.5,1577.0,33.2,0.0,0,0,0,0,0,0
L,298.8,308.5,1527.0,36.2,3.0,0,0,0,0,0,0
M,298.9,308.4,1827.0,26.1,5.0,0,0,0,0,0,0
L,298.8,308.4,1484.0,39.2,8.0,0,0,0,0,0,0
L,298.8,308.4,1401.0,47.3,10.0,0,0,0,0,0,0
L,298.8,308.3,1634.0,27.9,12.0,0,0,0,0,0,0
M,298.8,308.4,1604.0,29.5,14.0,0,0,0,0,0,0
H,298.9,308.4,1632.0,31.8,17.0,0,0,0,0,0,0
M,299.0,308.6,1645.0,33.4,22.0,0,0,0,0,0,0
H,299.0,308.7,1408.0,48.5,25.0,0,0,0,0,0,0
M,299.0,308.7,1500.0,40.2,30.0,0,0,0,0,0,0
L,302.36350994214644,310.8552125287415,1144.5351275570615,41.16550125433344,67.0752212287544,0,0,0,0,0,0
L,297.64393125160274,311.065721454804,1786.4453479141198,33.76177358923899,-10.337687116693942,0,0,0,0,0,0
M,302.16030813448134,312.226003189055,1556.3610523883997,37.56190921633684,13.563713019306292,0,0,0,0,0,0
M,301.01532732008747,310.1751615791602,1677.3305681143058,40.34079172111901,38.188014859508215,0,0,0,0,0,0
H,303.3095690386127,310.32362147778696,1545.5959639934756,50.71581262031148,210.11182219078376,0,0,0,0,0,0
M,298.88827506715177,310.6719615410013,1642.3740547291984,44.09754343366465,67.09862202388092,0,0,0,0,0,0
M,302.5697609401435,310.2833605240204,1201.5849294436264,34.36754815881161,70.96222216594104,0,0,0,0,0,0
H,300.8503586544968,308.74642577531284,1842.9458868454249,39.16205883267656,98.48077033204368,0,0,0,0,0,0
M,300.45450000327554,308.0463742564139,1423.82157068396,48.9749703612162,123.61445716626216,0,0,0,0,0,0
L,299.5596208823034,310.2672810203541,1815.175951390176,38.82124153469528,176.55226788514864,0,0,0,0,0,0
M,298.590816555059,308.82358638866515,1431.4912580052082,55.60968929953692,108.00247998158665,0,0,0,0,0,0
M,301.6108136565754,311.5381478575614,1712.7855958542916,52.2105023766083,108.00924507143124,0,0,0,0,0,0
L,298.7778516478083,307.40908052225103,1602.8554989027846,34.15928921123111,64.22217251590227,0,0,0,0,0,0
M,300.01969647168727,309.2551663613673,1903.757365397416,50.90836673666668,26.024921318413547,0,0,0,0,0,0
M,302.3158405229864,309.1866254853898,1722.2184527250067,45.18519746748812,111.59261479956054,0,0,0,0,0,0
M,300.0773436518635,306.06505450537804,1236.1797676972374,19.99199721611993,112.31648300501652,0,0,0,0,0,0
L,303.13453985261185,310.1987898166849,1555.8078382587566,51.80220074535444,44.72109019128437,0,0,0,0,0,0
L,301.7828710829441,310.3753944499499,1991.180645569274,60.16172324345777,182.008026349021,0,0,0,0,0,0
L,301.90781539708064,308.58153511943857,1523.2538585938648,42.80520142049831,125.06410457655956,0,0,0,0,0,0
M,303.079108286714,310.0852928978363,1541.7558057050828,50.75061457770303,104.36102372977771,1,1,0,0,0,0
M,301.47354824534943,310.70666960253305,1407.6611899987402,42.703380824026425,188.40235322884297,0,0,0,0,0,0
M,299.3243299376781,309.6768778855756,1684.3869814658797,38.58556278384029,52.37493545147273,0,0,0,0,0,0
M,298.63581195668627,310.73076805089624,1630.3462241634388,45.57307957118597,85.9721982181568,0,0,0,0,0,0
H,302.1345595069262,309.2849903605742,1538.7769397626582,46.6210321073473,154.9029970482234,0,0,0,0,0,0
M,303.0006294529171,309.8181380433304,1672.6109502579598,48.81588035279752,136.58094682352467,0,0,0,0,0,0
M,301.7789346717846,310.1938945157585,1725.979946953404,47.35282991835219,89.40679359729307,0,0,0,0,0,0
M,298.4156016556348,311.60789787918134,1404.6882547506991,55.59805207496255,84.2880984913647,0,0,0,0,0,0
L,295.93914248693113,309.86394325418564,1512.489968528483,55.23054834262484,113.06576480137988,0,0,0,0,0,0
H,300.8853408979748,313.83460573534904,1870.4507724588143,47.43817817983181,179.1658220836867,0,0,0,0,0,0
L,302.5593737115133,310.42531284648067,1806.2035782863056,32.35080744026968,154.62221016311423,0,0,0,0,0,0
M,299.9967732481915,312.9661347334374,1239.110112948793,42.75894863876618,89.33508883583156,1,0,1,0,0,0
L,300.9109988567619,311.18672149022217,1992.4696221600088,37.54485511583125,102.41383829226857,0,0,0,0,0,0
M,300.8903904118966,310.6724846998817,1489.152348837264,37.09808179383139,133.193980090559,0,0,0,0,0,0
M,300.15153844526617,306.4360609548016,1447.5066389064957,46.33815824171639,162.31355006656526,0,0,0,0,0,0
H,299.73077862285214,309.61301038992303,1495.5812939856412,56.91374902547575,140.6582968619182,0,0,0,0,0,0
H,299.63803109165303,310.1079643125606,1422.2304564911017,42.80132389033652,70.16042568589796,1,0,0,0,1,0
M,302.3896548222056,310.00185917049566,1599.365700310006,41.79244433228146,106.0993295727751,0,0,0,0,0,0
L,300.97718945966733,308.4864134336479,1813.626431828665,41.69220233103074,48.9756729781632,0,0,0,0,0,0
M,302.9887642670907,308.83630425279125,1207.7381487331215,48.12925762797826,78.33444227031603,0,0,0,0,0,0
M,301.36791695862485,307.9080834920797,1583.2670228924628,49.49192084265008,205.1030805007004,0,0,0,0,0,0
M,299.2470766996464,310.3066362991447,1656.6407927707428,34.982033099739525,94.39494072820123,0,0,0,0,0,0
M,300.7108986657891,308.6144216910143,1553.0899476859188,37.576815521115805,143.9252497873841,0,0,0,0,0,0
L,299.97636082453755,307.5828658408036,1464.1671395092037,45.24811239085693,110.47890284879288,0,0,0,0,0,0
M,301.8238182546049,306.22646989973106,1530.1040406115785,51.75401606224329,96.53033102251452,0,0,0,0,0,0
L,302.91324171885384,312.52855700551936,1232.7480342419954,36.49167920924528,21.437312079145897,0,0,0,0,0,0
M,300.4905911133456,309.98820871748813,1808.7002395416853,35.92804085982537,42.94992598031223,0,0,0,0,0,0
M,303.2109347834737,309.57927766608685,1195.668439813316,48.83822939844967,41.69943813223424,0,0,0,0,0,0
M,299.2606907429259,308.84896469556065,1776.5432979653715,41.63125380428664,53.97786418354202,0,0,0,0,0,0
H,298.9444281079038,309.57328458005946,1371.6707308762402,50.65392688470824,132.632020070154,0,0,0,0,0,0
M,299.1248161364207,309.0567722569928,1485.862014982057,44.25184333486045,154.2851063670862,0,0,0,0,0,0
L,304.72058451681033,308.8494779151425,1543.6646619216233,43.83214850903595,23.54814959252348,0,0,0,0,0,0
M,301.5411251446972,310.6215402952529,1588.91697394518,44.34342650485297,47.036828617905385,0,0,0,0,0,0
M,300.82922309985844,312.4758035067653,1512.3590285267287,41.24582755369609,152.05242114379573,0,0,0,0,0,0
L,303.005473901631,307.6913670231804,1452.9590259002732,56.350997953913264,139.84230580204826,0,0,0,0,0,0
H,301.9106668672939,309.96559133861604,1549.1618852688837,52.76502083381266,183.64549669709416,0,0,0,0,0,0
M,300.61606868402146,310.7221921032195,1257.7529330586644,44.22701507876094,68.33437266132665,0,0,0,0,0,0
L,299.45497244086147,312.0469327606265,1373.8601528357603,37.88442516701704,83.73032657479324,0,0,0,0,0,0
M,300.0876492961728,309.22951490810107,1758.092770453245,46.9074965236311,117.55657993763656,0,0,0,0,0,0
M,302.10366347748925,306.39761226418346,1545.3852868757808,31.817649221595538,93.77729472151954,0,0,0,0,0,0
H,301.7142899737423,310.2967255752499,1406.91039663277,25.97298703984993,151.62170624159955,0,0,0,0,0,0
M,302.3203645267988,308.67694181000326,1630.8379126995608,38.62692131284227,169.06371851730847,0,0,0,0,0,0
L,300.17304957059406,308.8405457415947,1270.8292129398112,48.09159136348357,127.39457163585983,0,0,0,0,0,0
L,304.22639888819583,308.64198774230346,1828.0023054283536,38.720413095664895,18.793017831402324,0,0,0,0,0,0
H,300.08080797090605,311.4603381096664,1696.5647186373792,25.928895877989067,109.55626062467051,0,0,0,0,0,0
L,302.5364851604414,309.8102851298017,1649.9357082995382,23.782005913317853,144.97359627869793,0,0,0,0,0,0
L,299.6479340127913,311.23295894509226,1732.017940632927,33.294959819633235,51.05632272189618,0,0,0,0,0,0
L,302.0320516949744,310.5453427655375,1506.089817624024,44.692141795273216,76.30350764012064,0,0,0,0,0,0
L,298.79190225142463,305.3878867576407,1285.3143441890816,36.97648865037064,122.12390489943265,0,0,0,0,0,0
H,303.55803643673016,309.08756201156217,1599.4737750125016,45.58933768170344,21.045341136919063,0,0,0,0,0,0
M,304.07863668751975,312.40054638441086,1497.7355342377032,33.964039504175894,83.11875354270155,0,0,0,0,0,0
M,299.9818727265089,305.2781937625002,1198.8233881637152,44.46478544579608,82.23413124859815,0,0,0,0,0,0
M,303.0484951478539,307.9481775465048,1487.234182986234,65.67539764742712,95.52934840335678,0,0,0,0,0,0
L,300.4876166949746,309.5046876828415,1216.199471789806,54.92289253075093,25.482965981774527,0,0,0,0,0,0
L,303.07013559081696,306.305684957374,1802.8408024056048,41.03653971146689,153.27021396442805,0,0,0,0,0,0
H,302.1510707019277,311.8218924974818,2061.313193536204,41.99132804079014,189.2764497884881,0,0,0,0,0,0
L,299.27936314428587,309.4539507716034,1520.2478482633858,53.95528199145302,20.67991684204894,0,0,0,0,0,0
L,302.4664260467649,311.20902758197576,1476.437967808774,37.54293825140752,123.99940554428603,0,0,0,0,0,0
L,296.91326687527174,309.84376448770314,1281.6412546153344,41.790456987189664,176.17437938745192,0,0,0,0,0,0
H,299.6945470208368,311.1995856829542,1434.4367599715054,48.0668014637664,72.47848882608398,0,0,0,0,0,0
M,301.8859206038851,309.06536487777674,1504.6323823626133,49.10171035281749,54.48856122099339,0,0,0,0,0,0
M,302.1024738137692,310.3272499933562,1323.685878865079,37.74488936884061,145.97265263576247,0,0,0,0,0,0
L,302.26931474963885,308.5786169997216,1418.0825088665522,43.77835010279979,100.35646540032664,0,0,0,0,0,0
M,301.87501144418144,311.62138083993995,1931.7142073129585,27.242010809958693,63.938191293397786,0,0,0,0,0,0
M,299.8907254260746,312.2098326919458,1398.927159791259,37.30730963468309,86.69150664137466,0,0,0,0,0,0
H,301.0248203834299,309.74230187843386,1288.389565206878,35.504504689526804,53.38842497008402,0,0,0,0,0,0
M,300.48677356620965,309.322372795883,1412.108938594659,41.49595510902989,-72.74623525012251,0,0,0,0,0,0
L,298.0570380522123,310.00404788055096,1420.9956887615554,52.53401442183704,18.46351604739764,0,0,0,0,0,0
L,300.6330603428889,307.6366072475868,1354.818316282673,21.21520652319488,99.77878264538003,0,0,0,0,0,0
M,298.6617308567168,307.7203438841908,1467.3900223025278,42.19489051280896,4.110754784314167,0,0,0,0,0,0
L,300.67772072110216,308.9285519947681,1316.9630014394695,38.85918511597552,92.99035120219686,0,0,0,0,0,0
L,301.4285243133948,308.067220900843,1406.7376761880753,38.71231450979061,43.48293154744596,0,0,0,0,0,0
M,300.45020844617534,310.1716376295434,1639.6789667867129,32.22031378472747,184.01056438532063,0,0,0,0,0,0
M,302.863987973447,307.18807690250674,1737.5026484845512,34.07893677151692,52.0341575091934,0,0,0,0,0,0
H,301.36110229196663,309.9957710407683,1457.745403686498,57.65656388861419,172.78706623940425,1,0,0,1,0,0
M,300.5145295597946,308.6904257344074,1477.9737393313994,55.06320245615071,280.0721785378554,0,0,0,0,0,0
M,302.898653189121,309.7436266833438,1478.7031754619948,57.68416654662623,-44.89200943915685,0,0,0,0,0,0
M,297.7794984134916,311.69749557140227,1175.3937506437696,40.53920403102239,86.06181363620895,0,0,0,0,0,0
M,300.5597421906956,310.8493411067137,1321.464666577974,50.34058064088698,7.787997347523628,0,0,0,0,0,0
M,302.0372430544006,307.83787222342573,1717.6629575314412,17.726281162170846,216.3263882887273,0,0,0,0,0,0
M,300.671595097176,308.6950614960037,1737.2022154304595,55.28009625946012,163.46006935111555,0,0,0,0,0,0
M,296.793213967505,309.34666573048924,1280.4199067140858,35.01582842120081,75.27863676309244,0,0,0,0,0,0
M,300.1738921464674,310.253247038502,1709.4852184194644,32.71144040657272,62.2911800900114,0,0,0,0,0,0
M,304.1236390589887,308.1346869844542,1203.130673709355,44.39717457925254,78.29920305107727,0,0,0,0,0,0
M,300.6194878141938,309.57233559724085,1603.1619979421691,51.16654324046095,175.05225212061774,0,0,0,0,0,0
H,298.2742388419426,309.94132112414854,1538.670983925255,48.31100170443784,187.55319263635067,0,0,0,0,0,0
M,298.7925008190152,311.1610103472797,1355.1954058773622,39.533994177784,88.90092161019231,0,0,0,0,0,0
M,301.63608997749753,311.64061022287933,1675.2348802128804,23.24112318944059,158.28057381157143,0,0,0,0,0,0
H,303.1156993635344,308.42891721188045,1672.6025507561626,33.401084060361306,74.68811397818212,0,0,0,0,0,0
L,303.40483914560855,312.0864773564085,1655.6073330444142,51.60539626305031,99.80409034261004,0,0,0,0,0,0
L,303.4941414162927,311.3919903637258,1832.0245625556124,34.913344475193355,90.10908413969427,0,0,0,0,0,0
M,299.3281949508766,308.09671457957137,1624.8086450260182,36.74504048992973,113.48024930077278,0,0,0,0,0,0
M,298.9400490055008,309.8513875643786,1513.973116598849,32.23458568153214,-9.484204423259357,0,0,0,0,0,0
M,301.3501644037596,308.0476856104048,1678.555141305114,20.079297342473435,186.98722117289464,0,0,0,0,0,0
L,299.7739844649158,307.6517970564312,1488.3453272985391,30.272329685460345,182.506969478604,0,0,0,0,0,0
L,298.1804822448649,309.63758645688955,1782.062624848722,41.33299006991194,219.6364175352009,0,0,0,0,0,0
M,304.7240087969461,309.6696860289407,1575.3828584039045,53.26065277812533,138.42148205595768,0,0,0,0,0,0
M,297.84183261047644,311.4406177573069,1442.0480702638968,33.11314265200189,-7.644167558155502,0,0,0,0,0,0
L,300.7412562494602,314.2311739653006,1403.6958723887635,37.84219375873804,171.51771746932138,0,0,0,0,0,0
M,302.8458306949372,309.4856799577063,1792.881552590422,20.338942628692703,154.5316098201784,0,0,0,0,0,0
H,299.7442414862072,307.7954675642084,1610.8822479504538,39.9866234534537,-3.23570241175716,0,0,0,0,0,0
L,300.0743276628451,308.5435990353679,1154.542078051426,24.37049091216945,223.05911437037705,0,0,0,0,0,0
L,301.9996162589485,307.98142400083503,1842.3399250027237,29.56465232445729,78.26477414036363,0,0,0,0,0,0
H,301.45367832342083,307.9475485086373,1376.7670812248025,32.98252377417647,59.55328882094464,0,0,0,0,0,0
M,299.8571454487644,308.9101044680191,1511.3669368657115,59.91476420703452,43.47282913113244,0,0,0,0,0,0
L,299.4450976493814,310.2214075166821,1256.0331699019348,39.17064480037882,8.146139377614219,0,0,0,0,0,0
M,298.8095879359841,309.0572578057511,1348.4361322059556,39.51904984970637,110.15594788847658,1,0,0,0,1,0
M,302.6140060180608,313.218772199643,1805.0386014468284,45.38986529907148,161.74871840431553,0,0,0,0,0,0
M,298.3827690645728,310.8109386508393,1530.955675007591,46.10602835280068,241.49973286639403,0,0,0,0,0,0
M,301.8876630795125,308.8253474113747,1775.6036232945487,51.57216194274766,142.2520188488388,0,0,0,0,0,0
M,300.9912313443551,311.60911041785806,1604.6180855804057,31.83075161403228,110.423770858037,0,0,0,0,0,0
H,304.111857624735,308.3547750776749,1309.7526418770274,42.07501646011203,45.07551478281267,0,0,0,0,0,0
M,295.1452734637517,309.1333746759336,1242.3305506040117,44.1392800556496,112.78692792422676,0,0,0,0,0,0
H,300.4270244251257,308.352348568568,1675.4057175009077,50.17751875057628,40.95451068526224,0,0,0,0,0,0
M,301.43101233243,311.75085900794846,1262.909668893144,31.643276489758488,153.62025393858636,0,0,0,0,0,0
H,302.0151254209094,309.62199905261923,1469.2136320338836,47.011346976831305,60.02990259595016,0,0,0,0,0,0
M,302.9104125035073,312.0808525114774,1348.7565019710955,52.70120171661135,217.91893370912567,0,0,0,0,0,0
M,301.4255272040712,307.56357169234326,1381.4693628283255,37.11635853355558,-5.296150669109949,0,0,0,0,0,0
M,302.8711620049342,312.62071137773506,1887.8635421858924,45.65409579629604,141.49560275322077,0,0,0,0,0,0
L,299.39413206274736,310.93600396940496,1627.002697865377,32.533192339754024,245.1758060514012,0,0,0,0,0,0
M,302.6853474374791,309.6330201042569,1391.2554137151978,38.59728503820493,73.91226058803927,0,0,0,0,0,0
L,299.94973852734165,311.5906309196164,1579.5536537868156,41.72265728643638,82.368382487162,0,0,0,0,0,0
L,297.66990709952336,311.4976354341834,1465.6631206468835,51.46900066673552,180.82667750411724,0,0,0,0,0,0
L,300.32298857016343,311.29769476807803,1212.8326523751568,56.87965823314535,61.96822525651565,1,0,0,1,0,0
M,301.48768092555093,312.1454177009278,1419.1023463488982,60.98719190470487,232.3080155709689,0,0,0,0,0,0
M,300.83840893081924,308.4830658072046,1499.0908532396736,28.331959022285613,141.01226830051215,0,0,0,0,0,0
H,303.87124528839496,309.1695815223856,2030.047121541114,49.04162623818464,198.8906474305364,0,0,0,0,0,0
M,300.8389670614665,310.0950565309648,1538.3350850769737,45.104885699110085,97.16234789696516,0,0,0,0,0,0
M,302.88726474622905,308.5288959288579,1514.5203390366382,45.48992493794589,171.0569912427233,0,0,0,0,0,0
L,304.30299950396955,312.0912804912819,1313.8266404719675,42.00111163001354,115.62731207819252,0,0,0,0,0,0
H,304.19317406280857,311.13607702370587,1447.4460780470874,31.35064570816612,114.2861517579999,0,0,0,0,0,0
M,298.3671722843394,311.6391705290603,1756.8007864611468,27.231880670283694,192.01038041398127,0,0,0,0,0,0
L,300.1921921602772,311.77585739747093,2173.5346855560806,33.2676986887234,132.52402130497654,0,0,0,0,0,0
M,302.46686431117035,312.0332427335212,1441.2745325356748,59.85087192224534,116.59178759132904,0,0,0,0,0,0
M,301.880095484079,309.98682780468573,1164.7712099490495,40.99538863755389,213.6500553850672,0,0,0,0,0,0
M,302.1961855679679,311.4461914429382,1740.870326561324,36.69865714645525,166.22289736362708,0,0,0,0,0,0
H,306.0376239004378,309.24009644824395,1442.0081744799952,41.37776116005941,129.51595378127354,0,0,0,0,0,0
M,299.5974645885853,309.81078674275943,1652.0988861764154,50.84611097058193,193.55816192167737,0,0,0,0,0,0
M,302.7354364243867,307.82720333863153,1687.1120858911966,56.13433496639741,142.7960925628471,0,0,0,0,0,0
M,299.34588685530315,309.7877434690905,1391.4711791884936,23.109728679376808,123.80974873024677,0,0,0,0,0,0
H,301.1993689357436,307.71309676216174,1230.625245047979,36.26300249678225,150.51552812833654,0,0,0,0,0,0
M,299.97812400615766,311.64408994923696,1471.2491703877686,40.51868680891082,30.32594990515547,0,0,0,0,0,0
M,303.5431385714592,308.7986195064676,2004.3521569956956,41.69165112318568,85.3090567210424,0,0,0,0,0,0
M,298.12323460702896,313.0591670530104,1651.394517900023,40.375065051288864,115.8561439328372,0,0,0,0,0,0
L,298.9479757041785,310.59447687703624,1274.5603440081234,44.69262742581444,157.47141812969392,0,0,0,0,0,0
L,301.11069801611364,310.66231744986254,1338.7330570082206,62.60452146482081,155.92133133196225,0,0,0,0,0,0
M,301.6338681709109,308.06390947058907,1787.6111902061311,53.71136412006778,16.69222502529179,0,0,0,0,0,0
M,302.7996568945172,308.49636335867547,1172.1916001590591,34.275051101891286,54.86125277593288,0,0,0,0,0,0
L,299.357914049782,308.7962226745132,1345.6166330221754,51.815335003420216,42.77561898609633,0,0,0,0,0,0
L,303.2403835339572,308.5887389170468,1545.383678240772,42.80459261737351,-18.521268171016743,0,0,0,0,0,0
L,298.8910187721196,309.1607413664251,1624.4644373494104,31.93378428931128,130.91452973816024,0,0,0,0,0,0
M,299.9952739358802,311.56631243358305,1614.7452730819252,27.153840097924103,90.63200772140252,0,0,0,0,0,0
M,299.48371247338747,309.33880822785665,1263.3094509361397,30.11119033451897,68.45135636826888,0,0,0,0,0,0
M,300.4496089311956,308.7381566560154,1721.077695232447,45.12476210775467,69.02492367208299,0,0,0,0,0,0
L,296.7242557804576,310.8744789806458,1584.8303154389132,44.57008835775248,87.2405601019463,0,0,0,0,0,0
M,304.23223063936,310.3400005423067,1785.905937432641,40.30500939646621,206.21028097877712,0,0,0,0,0,0
L,302.4743947476749,310.0358510801586,1800.692795505283,45.05918597268303,163.4936962647981,0,0,0,0,0,0
M,299.99907826744254,308.7968444004228,1369.318887119367,40.65676259817327,160.2941530915092,0,0,0,0,0,0
H,301.8618098005678,311.71781058574487,1732.7999379379112,27.66547635301942,28.105195241671808,0,0,0,0,0,0
M,302.9581877724283,310.60309900280265,1225.831590034045,34.91149812795462,87.05519447234784,1,0,0,0,1,0
L,300.5463237434533,311.59437190951616,1431.101460239522,39.46446150728013,107.91785702361766,0,0,0,0,0,0
M,301.96789479511983,308.02782546624434,1594.8500725451331,37.82690619846025,106.53284409075368,0,0,0,0,0,0
M,297.8456870973511,309.7557611822092,1553.7235850774707,36.46289298416176,93.49765129057458,0,0,0,0,0,0
L,300.4479035069541,309.7886485627431,1426.8329879941427,34.0560461547984,126.86819938687866,0,0,0,0,0,0
M,298.4425514227116,310.2908709270241,1355.67037271607,53.7240381937476,39.4065915254244,1,0,0,0,1,0
M,300.4477908162541,309.4352723321853,1908.3899475741969,38.79908699087476,101.85136849864256,0,0,0,0,0,0
M,297.4540868797031,309.22477621311765,1497.1624462626555,46.91897633143988,139.16007261592836,0,0,0,0,0,0
M,301.0177124077916,310.6172886705305,1725.721367213092,37.96195199338835,51.15085346307709,0,0,0,0,0,0
M,300.7284227960642,309.6172679167322,1523.796786468128,41.68775989729956,144.5631050061558,0,0,0,0,0,0
L,300.9447125272475,310.8112362015563,1369.087795436977,43.86836409821597,82.4256324421591,0,0,0,0,0,0
M,299.9456882248124,308.12382842325366,1899.7596936226253,18.56932655173812,86.24972271282456,0,0,0,0,0,0
M,300.864413168886,309.77983887619445,1609.7657136235111,47.01795192494211,-1.376641428631217,0,0,0,0,0,0
H,300.91116904349576,311.3835439302621,1693.0101631779614,23.05732842767092,116.33305668797222,0,0,0,0,0,0
M,299.1194132642037,308.7350221672157,1636.926801868323,30.242586129321708,211.4103864241308,0,0,0,0,0,0
M,302.7087813220477,309.5100065694405,1378.719360831937,35.34226790071553,142.1145260257317,0,0,0,0,0,0
M,303.14780237114456,310.7573336731184,1907.7522565681743,53.12469220587596,167.8916833899339,0,0,0,0,0,0
L,300.4538717656981,312.4072708778778,1429.3858133368676,42.09547146866655,42.07091082974274,0,0,0,0,0,0
L,302.5915320765157,309.60051156501686,1485.399497132728,31.38824398366613,155.97028974721974,0,0,0,0,0,0
M,300.4299964112546,309.6728917977679,1973.3364293466943,46.06522265633036,153.95827730061447,0,0,0,0,0,0
L,301.61985212968733,308.2539043172461,1508.737997313063,44.122233618756354,236.6412530491588,0,0,0,0,0,0
M,302.090518513008,307.83045024694,1356.586033863159,39.85230043014649,47.455178869836445,0,0,0,0,0,0
M,299.55983121109404,311.6843833132099,1882.875807765581,40.24850874559856,27.065771267497453,0,0,0,0,0,0
M,300.3939145775335,308.99614038188577,1759.9328833205889,42.0696375088258,241.0289327897686,0,0,0,0,0,0
M,299.6084338514345,311.1797809199704,1346.0744182777246,50.117106391734914,7.0200579550841695,0,0,0,0,0,0
H,304.5519240184734,310.9340051185999,1859.4127423470504,56.69612870696573,154.7992322308056,0,0,0,0,0,0
M,299.1027497801529,310.89866816520697,1529.9777426958744,32.23968754531998,137.20920983487787,1,0,0,0,1,0
M,300.98999863959693,308.1163684736731,1358.2227310287335,26.50142452873341,57.0503106016403,0,0,0,0,0,0
M,298.7502290671092,310.77061555669326,1791.4197613810106,38.719839981897245,232.7088951669133,0,0,0,0,0,0
L,299.6200991596415,309.15690322607645,1316.0089188616923,27.07060484398921,172.73309879447334,0,0,0,0,0,0
